,Position,Track Name,Artist,Streams,URL,0,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
54,55.0,ひまわりの約束,Motohiro Hata,19717.0,https://open.spotify.com/track/45jGOHwYKgsRYbAJ8DR61d,,0.188,https://api.spotify.com/v1/audio-analysis/45jGOHwYKgsRYbAJ8DR61d,0.523,308147.0,0.445,45jGOHwYKgsRYbAJ8DR61d,0.0,10.0,0.18,-6.359,1.0,0.0329,78.957,4.0,https://api.spotify.com/v1/tracks/45jGOHwYKgsRYbAJ8DR61d,audio_features,spotify:track:45jGOHwYKgsRYbAJ8DR61d,0.336
55,56.0,花束,back number,19376.0,https://open.spotify.com/track/3QIAwtEEDOrv0g5NKCGrXZ,,0.0178,https://api.spotify.com/v1/audio-analysis/3QIAwtEEDOrv0g5NKCGrXZ,0.519,286053.0,0.713,3QIAwtEEDOrv0g5NKCGrXZ,0.0,2.0,0.353,-3.612,1.0,0.0324,159.963,4.0,https://api.spotify.com/v1/tracks/3QIAwtEEDOrv0g5NKCGrXZ,audio_features,spotify:track:3QIAwtEEDOrv0g5NKCGrXZ,0.505
56,57.0,明日も,SHISHAMO,18870.0,https://open.spotify.com/track/2GICOigS4ByugDisRegs3M,,0.0142,https://api.spotify.com/v1/audio-analysis/2GICOigS4ByugDisRegs3M,0.415,369320.0,0.857,2GICOigS4ByugDisRegs3M,0.0,1.0,0.0772,-1.696,1.0,0.048,178.919,4.0,https://api.spotify.com/v1/tracks/2GICOigS4ByugDisRegs3M,audio_features,spotify:track:2GICOigS4ByugDisRegs3M,0.663
57,58.0,キセキ,GReeeeN,18860.0,https://open.spotify.com/track/7ztdl6cnbJgHRdMkKldkts,,0.0932,https://api.spotify.com/v1/audio-analysis/7ztdl6cnbJgHRdMkKldkts,0.641,271160.0,0.618,7ztdl6cnbJgHRdMkKldkts,0.0,0.0,0.155,-4.269,1.0,0.0259,90.032,4.0,https://api.spotify.com/v1/tracks/7ztdl6cnbJgHRdMkKldkts,audio_features,spotify:track:7ztdl6cnbJgHRdMkKldkts,0.338
58,59.0,WanteD! WanteD!,Mrs. GREEN APPLE,18668.0,https://open.spotify.com/track/7M3TZDUNvaNBo0qtWVaZif,,0.025,https://api.spotify.com/v1/audio-analysis/7M3TZDUNvaNBo0qtWVaZif,0.559,217387.0,0.806,7M3TZDUNvaNBo0qtWVaZif,0.0,0.0,0.0433,-2.461,1.0,0.0498,160.019,4.0,https://api.spotify.com/v1/tracks/7M3TZDUNvaNBo0qtWVaZif,audio_features,spotify:track:7M3TZDUNvaNBo0qtWVaZif,0.632
59,60.0,Paprika,Foorin,18559.0,https://open.spotify.com/track/0bdYJCO9clK9ew61Z7GqMf,,0.137,https://api.spotify.com/v1/audio-analysis/0bdYJCO9clK9ew61Z7GqMf,0.746,208347.0,0.773,0bdYJCO9clK9ew61Z7GqMf,0.0,11.0,0.771,-5.04,1.0,0.0442,100.993,4.0,https://api.spotify.com/v1/tracks/0bdYJCO9clK9ew61Z7GqMf,audio_features,spotify:track:0bdYJCO9clK9ew61Z7GqMf,0.733
60,61.0,Goodbyes (Feat. Young Thug),Post Malone,18532.0,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo,,0.473,https://api.spotify.com/v1/audio-analysis/6vBdBCoOhKHiYDDOcorfNo,0.593,174960.0,0.645,6vBdBCoOhKHiYDDOcorfNo,0.0,5.0,0.108,-3.71,1.0,0.0809,149.853,4.0,https://api.spotify.com/v1/tracks/6vBdBCoOhKHiYDDOcorfNo,audio_features,spotify:track:6vBdBCoOhKHiYDDOcorfNo,0.183
61,62.0,Ainokatachi (feat. HIDE (GReeeeN)),MISIA,16821.0,https://open.spotify.com/track/76flsS3UnNr7UQIz6JmVT3,,0.0241,https://api.spotify.com/v1/audio-analysis/76flsS3UnNr7UQIz6JmVT3,0.379,262693.0,0.653,76flsS3UnNr7UQIz6JmVT3,0.0,6.0,0.196,-6.247,1.0,0.0338,179.964,4.0,https://api.spotify.com/v1/tracks/76flsS3UnNr7UQIz6JmVT3,audio_features,spotify:track:76flsS3UnNr7UQIz6JmVT3,0.303
62,63.0,Stand Out Fit In,ONE OK ROCK,16786.0,https://open.spotify.com/track/4zXRMjTaeflesB3Ih4eHnJ,,0.0178,https://api.spotify.com/v1/audio-analysis/4zXRMjTaeflesB3Ih4eHnJ,0.615,214573.0,0.841,4zXRMjTaeflesB3Ih4eHnJ,0.0,11.0,0.133,-5.352,1.0,0.0416,126.026,4.0,https://api.spotify.com/v1/tracks/4zXRMjTaeflesB3Ih4eHnJ,audio_features,spotify:track:4zXRMjTaeflesB3Ih4eHnJ,0.316
63,64.0,満月の夜なら,Aimyon,16718.0,https://open.spotify.com/track/7DW5Dro8AHE7x19COl26E3,,0.0107,https://api.spotify.com/v1/audio-analysis/7DW5Dro8AHE7x19COl26E3,0.547,205013.0,0.949,7DW5Dro8AHE7x19COl26E3,0.0,8.0,0.377,-3.039,1.0,0.0841,97.041,4.0,https://api.spotify.com/v1/tracks/7DW5Dro8AHE7x19COl26E3,audio_features,spotify:track:7DW5Dro8AHE7x19COl26E3,0.783
64,65.0,チェリー,SPITZ,16710.0,https://open.spotify.com/track/5Tj1wsJ6wE3Mf1MD0uKGnu,,0.207,https://api.spotify.com/v1/audio-analysis/5Tj1wsJ6wE3Mf1MD0uKGnu,0.652,261333.0,0.806,5Tj1wsJ6wE3Mf1MD0uKGnu,5.53e-05,0.0,0.135,-3.203,1.0,0.0277,97.053,4.0,https://api.spotify.com/v1/tracks/5Tj1wsJ6wE3Mf1MD0uKGnu,audio_features,spotify:track:5Tj1wsJ6wE3Mf1MD0uKGnu,0.732
65,66.0,Kimiga Kureta Natsu,Leo Ieiri,16634.0,https://open.spotify.com/track/4bK6qPvD4xB8npRkZa1a55,,0.335,https://api.spotify.com/v1/audio-analysis/4bK6qPvD4xB8npRkZa1a55,0.514,258680.0,0.602,4bK6qPvD4xB8npRkZa1a55,0.0,1.0,0.117,-4.225,1.0,0.027,169.871,4.0,https://api.spotify.com/v1/tracks/4bK6qPvD4xB8npRkZa1a55,audio_features,spotify:track:4bK6qPvD4xB8npRkZa1a55,0.527
66,67.0,My Boo,Shota Shimizu,16305.0,https://open.spotify.com/track/2gasr6aemUqZIBBN05EO03,,0.307,https://api.spotify.com/v1/audio-analysis/2gasr6aemUqZIBBN05EO03,0.719,270867.0,0.718,2gasr6aemUqZIBBN05EO03,0.000178,2.0,0.0846,-4.996,1.0,0.0316,153.937,4.0,https://api.spotify.com/v1/tracks/2gasr6aemUqZIBBN05EO03,audio_features,spotify:track:2gasr6aemUqZIBBN05EO03,0.693
67,68.0,Sucker,Jonas Brothers,16096.0,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD,,0.0427,https://api.spotify.com/v1/audio-analysis/22vgEDb5hykfaTwLuskFGD,0.842,181027.0,0.734,22vgEDb5hykfaTwLuskFGD,0.0,1.0,0.106,-5.065,0.0,0.0588,137.958,4.0,https://api.spotify.com/v1/tracks/22vgEDb5hykfaTwLuskFGD,audio_features,spotify:track:22vgEDb5hykfaTwLuskFGD,0.952
68,69.0,Here With Me,Marshmello,15921.0,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac,,0.0623,https://api.spotify.com/v1/audio-analysis/5icOoE6VgqFKohjWWNp0Ac,0.791,156347.0,0.565,5icOoE6VgqFKohjWWNp0Ac,0.0,5.0,0.156,-3.933,0.0,0.0439,99.961,4.0,https://api.spotify.com/v1/tracks/5icOoE6VgqFKohjWWNp0Ac,audio_features,spotify:track:5icOoE6VgqFKohjWWNp0Ac,0.181
69,70.0,SOS (feat. Aloe Blacc),Avicii,15796.0,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5,,0.272,https://api.spotify.com/v1/audio-analysis/2x0RZdkZcD8QRI53XT4GI5,0.802,157202.0,0.645,2x0RZdkZcD8QRI53XT4GI5,0.0,5.0,0.119,-6.181,0.0,0.0715,100.001,4.0,https://api.spotify.com/v1/tracks/2x0RZdkZcD8QRI53XT4GI5,audio_features,spotify:track:2x0RZdkZcD8QRI53XT4GI5,0.376
70,71.0,Kill This Love,BLACKPINK,15655.0,https://open.spotify.com/track/4pUCKHjJ4Ijewc37rRrvHn,,0.32,https://api.spotify.com/v1/audio-analysis/4pUCKHjJ4Ijewc37rRrvHn,0.738,189052.0,0.861,4pUCKHjJ4Ijewc37rRrvHn,0.00175,2.0,0.325,-4.141,1.0,0.237,131.974,4.0,https://api.spotify.com/v1/tracks/4pUCKHjJ4Ijewc37rRrvHn,audio_features,spotify:track:4pUCKHjJ4Ijewc37rRrvHn,0.58
71,72.0,Kataomoi,Aimer,15575.0,https://open.spotify.com/track/6g93YtKKHU2H1qIqhLIL0Y,,0.78,https://api.spotify.com/v1/audio-analysis/6g93YtKKHU2H1qIqhLIL0Y,0.619,207360.0,0.534,6g93YtKKHU2H1qIqhLIL0Y,0.0,1.0,0.331,-5.974,1.0,0.0344,96.986,4.0,https://api.spotify.com/v1/tracks/6g93YtKKHU2H1qIqhLIL0Y,audio_features,spotify:track:6g93YtKKHU2H1qIqhLIL0Y,0.792
72,73.0,夏のどこかへ,WANIMA,15467.0,https://open.spotify.com/track/4tuaME3Py58eaeIEMOvzID,,0.00174,https://api.spotify.com/v1/audio-analysis/4tuaME3Py58eaeIEMOvzID,0.549,238918.0,0.939,4tuaME3Py58eaeIEMOvzID,0.0,7.0,0.32,-3.19,1.0,0.0577,97.451,4.0,https://api.spotify.com/v1/tracks/4tuaME3Py58eaeIEMOvzID,audio_features,spotify:track:4tuaME3Py58eaeIEMOvzID,0.579
73,74.0,U.S.A.,DA PUMP,15365.0,https://open.spotify.com/track/5HXCP7b8k64WdZ1G0Bbc13,,0.0144,https://api.spotify.com/v1/audio-analysis/5HXCP7b8k64WdZ1G0Bbc13,0.71,239133.0,0.988,5HXCP7b8k64WdZ1G0Bbc13,0.0,7.0,0.102,-1.594,1.0,0.0641,139.56,4.0,https://api.spotify.com/v1/tracks/5HXCP7b8k64WdZ1G0Bbc13,audio_features,spotify:track:5HXCP7b8k64WdZ1G0Bbc13,0.929
74,75.0,生きていたんだよな,Aimyon,15245.0,https://open.spotify.com/track/69jrtjVjyzRyPCDg0dHYCX,,0.244,https://api.spotify.com/v1/audio-analysis/69jrtjVjyzRyPCDg0dHYCX,0.601,194120.0,0.901,69jrtjVjyzRyPCDg0dHYCX,0.0,1.0,0.0711,-2.516,1.0,0.0353,111.035,4.0,https://api.spotify.com/v1/tracks/69jrtjVjyzRyPCDg0dHYCX,audio_features,spotify:track:69jrtjVjyzRyPCDg0dHYCX,0.53
75,76.0,丸ノ内サディスティック,Sheena Ringo,15213.0,https://open.spotify.com/track/1mWN1USPKg632qQXG9sfDL,,0.113,https://api.spotify.com/v1/audio-analysis/1mWN1USPKg632qQXG9sfDL,0.425,235867.0,0.916,1mWN1USPKg632qQXG9sfDL,0.000398,8.0,0.108,-2.909,1.0,0.118,199.694,4.0,https://api.spotify.com/v1/tracks/1mWN1USPKg632qQXG9sfDL,audio_features,spotify:track:1mWN1USPKg632qQXG9sfDL,0.659
76,77.0,AM11:00,HY,14990.0,https://open.spotify.com/track/6YcvfXy4wTvjaIniIBuh30,,0.035,https://api.spotify.com/v1/audio-analysis/6YcvfXy4wTvjaIniIBuh30,0.601,319160.0,0.688,6YcvfXy4wTvjaIniIBuh30,0.0,9.0,0.0978,-5.255,1.0,0.0288,98.015,4.0,https://api.spotify.com/v1/tracks/6YcvfXy4wTvjaIniIBuh30,audio_features,spotify:track:6YcvfXy4wTvjaIniIBuh30,0.252
77,78.0,Change,ONE OK ROCK,14941.0,https://open.spotify.com/track/0BOHIMI5EvhGuZSkWLwxIP,,0.00225,https://api.spotify.com/v1/audio-analysis/0BOHIMI5EvhGuZSkWLwxIP,0.493,176947.0,0.729,0BOHIMI5EvhGuZSkWLwxIP,0.0,8.0,0.37,-5.157,1.0,0.0434,90.134,4.0,https://api.spotify.com/v1/tracks/0BOHIMI5EvhGuZSkWLwxIP,audio_features,spotify:track:0BOHIMI5EvhGuZSkWLwxIP,0.34
78,79.0,僕のこと,Mrs. GREEN APPLE,14881.0,https://open.spotify.com/track/27VzBf5TfcPrhoylqxQ46v,,0.0151,https://api.spotify.com/v1/audio-analysis/27VzBf5TfcPrhoylqxQ46v,0.436,321760.0,0.705,27VzBf5TfcPrhoylqxQ46v,0.0,7.0,0.142,-3.808,1.0,0.0538,159.972,4.0,https://api.spotify.com/v1/tracks/27VzBf5TfcPrhoylqxQ46v,audio_features,spotify:track:27VzBf5TfcPrhoylqxQ46v,0.439
79,80.0,Speechless (Full),Naomi Scott,14746.0,https://open.spotify.com/track/0XPsOSYzDJZJArevQNm2AR,,0.467,https://api.spotify.com/v1/audio-analysis/0XPsOSYzDJZJArevQNm2AR,0.474,208801.0,0.489,0XPsOSYzDJZJArevQNm2AR,0.0,6.0,0.119,-7.625,0.0,0.0342,124.844,4.0,https://api.spotify.com/v1/tracks/0XPsOSYzDJZJArevQNm2AR,audio_features,spotify:track:0XPsOSYzDJZJArevQNm2AR,0.23
80,81.0,勘冴えて悔しいわ,ずっと真夜中でいいのに。,14531.0,https://open.spotify.com/track/2pfu1oCILxjP2ijdX6PDuJ,,0.238,https://api.spotify.com/v1/audio-analysis/2pfu1oCILxjP2ijdX6PDuJ,0.641,236027.0,0.932,2pfu1oCILxjP2ijdX6PDuJ,2.41e-06,5.0,0.0772,-1.828,1.0,0.122,149.872,4.0,https://api.spotify.com/v1/tracks/2pfu1oCILxjP2ijdX6PDuJ,audio_features,spotify:track:2pfu1oCILxjP2ijdX6PDuJ,0.782
81,82.0,何度でも,DREAMS COME TRUE,14498.0,https://open.spotify.com/track/6Qq8UOS6QzeSYFUVXC5wEB,,0.213,https://api.spotify.com/v1/audio-analysis/6Qq8UOS6QzeSYFUVXC5wEB,0.551,222122.0,0.768,6Qq8UOS6QzeSYFUVXC5wEB,0.0,4.0,0.257,-5.147,1.0,0.0386,100.037,4.0,https://api.spotify.com/v1/tracks/6Qq8UOS6QzeSYFUVXC5wEB,audio_features,spotify:track:6Qq8UOS6QzeSYFUVXC5wEB,0.35
82,83.0,"A Whole New World - From ""Aladdin""",Tomoya Nakamura,14462.0,https://open.spotify.com/track/7w4l1k876FotjQ9UAi8sqn,,0.663,https://api.spotify.com/v1/audio-analysis/7w4l1k876FotjQ9UAi8sqn,0.4,175600.0,0.383,7w4l1k876FotjQ9UAi8sqn,0.0,0.0,0.113,-8.394,1.0,0.0345,121.812,4.0,https://api.spotify.com/v1/tracks/7w4l1k876FotjQ9UAi8sqn,audio_features,spotify:track:7w4l1k876FotjQ9UAi8sqn,0.118
83,84.0,Best Part of Me (feat. YEBBA),Ed Sheeran,14398.0,https://open.spotify.com/track/5ug4vqGZ3eisGhY1IsziNX,,,,,,,,,,,,,,,,,,,
84,85.0,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,14375.0,https://open.spotify.com/track/4MsUsFfWseB9M2plGJyuIw,,0.0291,https://api.spotify.com/v1/audio-analysis/4MsUsFfWseB9M2plGJyuIw,0.614,193040.0,0.839,4MsUsFfWseB9M2plGJyuIw,0.0,0.0,0.112,-4.143,1.0,0.0702,182.123,4.0,https://api.spotify.com/v1/tracks/4MsUsFfWseB9M2plGJyuIw,audio_features,spotify:track:4MsUsFfWseB9M2plGJyuIw,0.657
85,86.0,Heaven,Avicii,14323.0,https://open.spotify.com/track/0vrmHPfoBadXVr2n0m1aqZ,,0.0715,https://api.spotify.com/v1/audio-analysis/0vrmHPfoBadXVr2n0m1aqZ,0.592,277262.0,0.873,0vrmHPfoBadXVr2n0m1aqZ,0.00982,9.0,0.142,-5.65,1.0,0.0275,122.011,4.0,https://api.spotify.com/v1/tracks/0vrmHPfoBadXVr2n0m1aqZ,audio_features,spotify:track:0vrmHPfoBadXVr2n0m1aqZ,0.516
86,87.0,ともに,WANIMA,13930.0,https://open.spotify.com/track/6FHgHDXiGnRfhrSok9xAz3,,0.00257,https://api.spotify.com/v1/audio-analysis/6FHgHDXiGnRfhrSok9xAz3,0.553,207369.0,0.968,6FHgHDXiGnRfhrSok9xAz3,0.0,6.0,0.28,-2.57,1.0,0.0534,127.077,4.0,https://api.spotify.com/v1/tracks/6FHgHDXiGnRfhrSok9xAz3,audio_features,spotify:track:6FHgHDXiGnRfhrSok9xAz3,0.862
87,88.0,YES or YES,TWICE,13755.0,https://open.spotify.com/track/184XtKkzoAl83quIarUAJP,,0.0514,https://api.spotify.com/v1/audio-analysis/184XtKkzoAl83quIarUAJP,0.702,237685.0,0.913,184XtKkzoAl83quIarUAJP,3.71e-06,11.0,0.166,-2.977,1.0,0.0374,137.982,4.0,https://api.spotify.com/v1/tracks/184XtKkzoAl83quIarUAJP,audio_features,spotify:track:184XtKkzoAl83quIarUAJP,0.735
88,89.0,バッドフォーミー,Official HIGE DANdism,13735.0,https://open.spotify.com/track/5bIqpSL4zYypm5yhsOy7wX,,0.0588,https://api.spotify.com/v1/audio-analysis/5bIqpSL4zYypm5yhsOy7wX,0.462,234877.0,0.783,5bIqpSL4zYypm5yhsOy7wX,0.0,3.0,0.285,-2.799,1.0,0.031,167.011,4.0,https://api.spotify.com/v1/tracks/5bIqpSL4zYypm5yhsOy7wX,audio_features,spotify:track:5bIqpSL4zYypm5yhsOy7wX,0.462
89,90.0,Hikarie,miwa,13706.0,https://open.spotify.com/track/7mlHSPccMPEiGYxWUqEURC,,0.322,https://api.spotify.com/v1/audio-analysis/7mlHSPccMPEiGYxWUqEURC,0.563,292307.0,0.908,7mlHSPccMPEiGYxWUqEURC,1.05e-05,7.0,0.52,-2.528,1.0,0.0319,132.023,4.0,https://api.spotify.com/v1/tracks/7mlHSPccMPEiGYxWUqEURC,audio_features,spotify:track:7mlHSPccMPEiGYxWUqEURC,0.343
90,91.0,I LOVE YOU,Chris Hart,13633.0,https://open.spotify.com/track/0mf82mK5aeZm4vN9HM2InQ,,0.579,https://api.spotify.com/v1/audio-analysis/0mf82mK5aeZm4vN9HM2InQ,0.303,311453.0,0.452,0mf82mK5aeZm4vN9HM2InQ,0.0,5.0,0.0847,-5.877,1.0,0.0341,71.409,3.0,https://api.spotify.com/v1/tracks/0mf82mK5aeZm4vN9HM2InQ,audio_features,spotify:track:0mf82mK5aeZm4vN9HM2InQ,0.253
91,92.0,点描の唄,Mrs. GREEN APPLE,13625.0,https://open.spotify.com/track/1sIIlVrnPhrvmTrHtzM7tV,,0.447,https://api.spotify.com/v1/audio-analysis/1sIIlVrnPhrvmTrHtzM7tV,0.502,307067.0,0.632,1sIIlVrnPhrvmTrHtzM7tV,0.0,0.0,0.103,-4.612,1.0,0.0273,152.014,4.0,https://api.spotify.com/v1/tracks/1sIIlVrnPhrvmTrHtzM7tV,audio_features,spotify:track:1sIIlVrnPhrvmTrHtzM7tV,0.308
92,93.0,FAKE LOVE,BTS,13594.0,https://open.spotify.com/track/3aW0ds4A4tSQDIp75FqWTo,,0.00267,https://api.spotify.com/v1/audio-analysis/3aW0ds4A4tSQDIp75FqWTo,0.557,242334.0,0.719,3aW0ds4A4tSQDIp75FqWTo,0.0,2.0,0.306,-4.515,0.0,0.0372,77.501,4.0,https://api.spotify.com/v1/tracks/3aW0ds4A4tSQDIp75FqWTo,audio_features,spotify:track:3aW0ds4A4tSQDIp75FqWTo,0.344
93,94.0,Higher Love,Kygo,13468.0,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY,,0.0154,https://api.spotify.com/v1/audio-analysis/6oJ6le65B3SEqPwMRNXWjY,0.693,228267.0,0.678,6oJ6le65B3SEqPwMRNXWjY,6.05e-06,8.0,0.101,-7.159,1.0,0.0324,103.952,4.0,https://api.spotify.com/v1/tracks/6oJ6le65B3SEqPwMRNXWjY,audio_features,spotify:track:6oJ6le65B3SEqPwMRNXWjY,0.404
94,95.0,ロビンソン,SPITZ,13445.0,https://open.spotify.com/track/5YP52gnoypy9H1jg5RIwUW,,0.586,https://api.spotify.com/v1/audio-analysis/5YP52gnoypy9H1jg5RIwUW,0.636,261053.0,0.81,5YP52gnoypy9H1jg5RIwUW,0.0,6.0,0.151,-3.985,0.0,0.0277,111.053,4.0,https://api.spotify.com/v1/tracks/5YP52gnoypy9H1jg5RIwUW,audio_features,spotify:track:5YP52gnoypy9H1jg5RIwUW,0.622
95,96.0,光榮之橋,Yuzu,13378.0,https://open.spotify.com/track/5evI7NxwuZh8ktb5TtrxFs,,0.787,https://api.spotify.com/v1/audio-analysis/5evI7NxwuZh8ktb5TtrxFs,0.557,326093.0,0.388,5evI7NxwuZh8ktb5TtrxFs,0.0,4.0,0.104,-6.509,1.0,0.0275,82.051,4.0,https://api.spotify.com/v1/tracks/5evI7NxwuZh8ktb5TtrxFs,audio_features,spotify:track:5evI7NxwuZh8ktb5TtrxFs,0.201
96,97.0,Boy With Luv - Japanese ver.,BTS,13288.0,https://open.spotify.com/track/2Ya8bityItATB8WNxaaed1,,0.131,https://api.spotify.com/v1/audio-analysis/2Ya8bityItATB8WNxaaed1,0.677,231227.0,0.843,2Ya8bityItATB8WNxaaed1,0.0,11.0,0.204,-5.087,0.0,0.0795,119.968,4.0,https://api.spotify.com/v1/tracks/2Ya8bityItATB8WNxaaed1,audio_features,spotify:track:2Ya8bityItATB8WNxaaed1,0.807
97,98.0,The Middle,Zedd,13264.0,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc,,0.171,https://api.spotify.com/v1/audio-analysis/09IStsImFySgyp0pIQdqAc,0.753,184732.0,0.657,09IStsImFySgyp0pIQdqAc,0.0,7.0,0.112,-3.061,1.0,0.0449,107.01,4.0,https://api.spotify.com/v1/tracks/09IStsImFySgyp0pIQdqAc,audio_features,spotify:track:09IStsImFySgyp0pIQdqAc,0.437
98,99.0,The Beginning,ONE OK ROCK,13254.0,https://open.spotify.com/track/4f3nDjgqXurMryYBSp0TZD,,8.83e-05,https://api.spotify.com/v1/audio-analysis/4f3nDjgqXurMryYBSp0TZD,0.36,292733.0,0.983,4f3nDjgqXurMryYBSp0TZD,0.0,0.0,0.111,-2.352,1.0,0.101,182.058,4.0,https://api.spotify.com/v1/tracks/4f3nDjgqXurMryYBSp0TZD,audio_features,spotify:track:4f3nDjgqXurMryYBSp0TZD,0.279
99,100.0,Lovers,sumika,13176.0,https://open.spotify.com/track/514NkzAPoEgYZyI8mzEbla,,0.0657,https://api.spotify.com/v1/audio-analysis/514NkzAPoEgYZyI8mzEbla,0.606,250800.0,0.919,514NkzAPoEgYZyI8mzEbla,0.0,11.0,0.297,-2.024,1.0,0.0318,114.474,4.0,https://api.spotify.com/v1/tracks/514NkzAPoEgYZyI8mzEbla,audio_features,spotify:track:514NkzAPoEgYZyI8mzEbla,0.766
100,101.0,Closer,The Chainsmokers,13122.0,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,,0.414,https://api.spotify.com/v1/audio-analysis/7BKLCZ1jbUBVqRi2FVlTVw,0.748,244960.0,0.524,7BKLCZ1jbUBVqRi2FVlTVw,0.0,8.0,0.111,-5.599,1.0,0.0338,95.01,4.0,https://api.spotify.com/v1/tracks/7BKLCZ1jbUBVqRi2FVlTVw,audio_features,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,0.661
101,102.0,3月9日,Ryota Fujimaki,13074.0,https://open.spotify.com/track/2U0RKuknHTQPIuKw2gDTHI,,0.335,https://api.spotify.com/v1/audio-analysis/2U0RKuknHTQPIuKw2gDTHI,0.487,266000.0,0.422,2U0RKuknHTQPIuKw2gDTHI,0.000887,5.0,0.174,-7.729,1.0,0.027,77.969,4.0,https://api.spotify.com/v1/tracks/2U0RKuknHTQPIuKw2gDTHI,audio_features,spotify:track:2U0RKuknHTQPIuKw2gDTHI,0.433
102,103.0,月色ホライズン,[ALEXANDROS],13038.0,https://open.spotify.com/track/2ipT2ARpIKXR4mlS7JEZEN,,,,,,,,,,,,,,,,,,,
103,104.0,春愁,Mrs. GREEN APPLE,13001.0,https://open.spotify.com/track/5SHguvOUbyPTINNjCvRo8K,,0.0134,https://api.spotify.com/v1/audio-analysis/5SHguvOUbyPTINNjCvRo8K,0.719,183800.0,0.433,5SHguvOUbyPTINNjCvRo8K,0.0,10.0,0.121,-4.886,1.0,0.0401,129.999,4.0,https://api.spotify.com/v1/tracks/5SHguvOUbyPTINNjCvRo8K,audio_features,spotify:track:5SHguvOUbyPTINNjCvRo8K,0.745
104,105.0,100万回の「I love you」,Rake,12961.0,https://open.spotify.com/track/082OJUNr9ZO4cApGqYouUx,,0.175,https://api.spotify.com/v1/audio-analysis/082OJUNr9ZO4cApGqYouUx,0.566,238013.0,0.886,082OJUNr9ZO4cApGqYouUx,0.0,8.0,0.254,-3.588,1.0,0.0425,113.969,4.0,https://api.spotify.com/v1/tracks/082OJUNr9ZO4cApGqYouUx,audio_features,spotify:track:082OJUNr9ZO4cApGqYouUx,0.536
105,106.0,Kaerimichiwa Toomawarishitakunaru,Nogizaka46,12877.0,https://open.spotify.com/track/08XBLK5BlN5ZBLukMO49jy,,0.461,https://api.spotify.com/v1/audio-analysis/08XBLK5BlN5ZBLukMO49jy,0.51,269707.0,0.857,08XBLK5BlN5ZBLukMO49jy,0.0,1.0,0.0793,-2.716,1.0,0.0404,138.064,4.0,https://api.spotify.com/v1/tracks/08XBLK5BlN5ZBLukMO49jy,audio_features,spotify:track:08XBLK5BlN5ZBLukMO49jy,0.684
106,107.0,Stay,Zedd,12857.0,https://open.spotify.com/track/0I20rLT2MJDhcF96AjbNYo,,0.221,https://api.spotify.com/v1/audio-analysis/0I20rLT2MJDhcF96AjbNYo,0.671,210400.0,0.628,0I20rLT2MJDhcF96AjbNYo,0.0,5.0,0.114,-5.049,0.0,0.0759,102.037,4.0,https://api.spotify.com/v1/tracks/0I20rLT2MJDhcF96AjbNYo,audio_features,spotify:track:0I20rLT2MJDhcF96AjbNYo,0.537
107,108.0,Friend Like Me,Will Smith,12840.0,https://open.spotify.com/track/5f2TWu6R2YYCJtLQ0fP78H,,0.0536,https://api.spotify.com/v1/audio-analysis/5f2TWu6R2YYCJtLQ0fP78H,0.688,155532.0,0.732,5f2TWu6R2YYCJtLQ0fP78H,0.0,2.0,0.145,-6.162,1.0,0.0618,97.703,4.0,https://api.spotify.com/v1/tracks/5f2TWu6R2YYCJtLQ0fP78H,audio_features,spotify:track:5f2TWu6R2YYCJtLQ0fP78H,0.665
108,109.0,Panini,Lil Nas X,12789.0,https://open.spotify.com/track/6fTt0CH2t0mdeB2N9XFG5r,,0.342,https://api.spotify.com/v1/audio-analysis/6fTt0CH2t0mdeB2N9XFG5r,0.703,114893.0,0.594,6fTt0CH2t0mdeB2N9XFG5r,0.0,5.0,0.123,-6.146,0.0,0.0752,153.848,4.0,https://api.spotify.com/v1/tracks/6fTt0CH2t0mdeB2N9XFG5r,audio_features,spotify:track:6fTt0CH2t0mdeB2N9XFG5r,0.475
109,110.0,心に穴が空いた,ヨルシカ,12783.0,https://open.spotify.com/track/5aizlP42VrR8RBP7q4eh5n,,0.247,https://api.spotify.com/v1/audio-analysis/5aizlP42VrR8RBP7q4eh5n,0.589,263493.0,0.917,5aizlP42VrR8RBP7q4eh5n,8.8e-06,6.0,0.211,-5.062,1.0,0.0482,100.113,4.0,https://api.spotify.com/v1/tracks/5aizlP42VrR8RBP7q4eh5n,audio_features,spotify:track:5aizlP42VrR8RBP7q4eh5n,0.605
